date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:36:22	36508/36508	---M-Z	200	added ('OK')	text/css	etag:%22836c747af53a0f7a2e2782197e560793%22	https://d11bh4d8fhuq47.cloudfront.net/_system/skins/v9/50000006/css/style.css	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/css/style.css	(from https://goodxfoood.webnode.cz/)
20:36:22	4969/4969	---M-Z	200	added ('OK')	text/css	etag:%2205498cbc5bb84b543fc2270816ec96f2%22	https://d11bh4d8fhuq47.cloudfront.net/_system/skins/v9/50000006/css/print.css	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/css/print.css	(from https://goodxfoood.webnode.cz/)
20:36:22	21409/21409	---M--	200	added ('OK')	image/png	etag:%221cd049d47e3a2448822d13c6b39fcf1f%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerButtonWebnodeHover.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbuttonwebnodehover090c.png	(from https://goodxfoood.webnode.cz/)
20:36:22	104899/104899	---M-Z	200	added ('OK')	text/javascript	etag:%22b80189f291d0a855878a32e91b5d1193%22	https://d11bh4d8fhuq47.cloudfront.net/_system/client/js/compressed/frontend.package.1-3-106.js?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/js/frontend.package.1-3-106090c.js	(from https://goodxfoood.webnode.cz/)
20:36:23	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Jun%202023%2000:36:24%20GMT	https://goodxfoood.webnode.cz/_files/200000026-ba92dbb8d7/logogdfd.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/jpg/logogdfd.jpg	(from https://goodxfoood.webnode.cz/)
20:36:23	156/156	---M--	200	added ('OK')	image/png	etag:%2259516ed998f00b173dab52d3117972eb%22	https://d11bh4d8fhuq47.cloudfront.net/_system/skins/v9/50000006/img/search.png	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/search.png	(from https://goodxfoood.webnode.cz/)
20:36:23	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Jun%202023%2000:36:24%20GMT	https://goodxfoood.webnode.cz/_files/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-2.html	(from https://goodxfoood.webnode.cz/)
20:36:23	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Jun%202023%2000:36:24%20GMT	https://goodxfoood.webnode.cz/_files/200000022-cff48d0ee8/realn%c3%a1%20v%c4%9bc_Layer%201.jpg?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/jpg/realn%c3%a1%20v%c4%9bc_layer%201090c.jpg	(from https://goodxfoood.webnode.cz/)
20:36:23	18935/18935	---M--	200	added ('OK')	image/jpeg	etag:%223788417cef4532b2519a150c4557d675%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/200000058-ab325ac2c6/IMG_0449_Layer%201.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/img_0449_layer%201.jpg	(from https://goodxfoood.webnode.cz/)
20:36:24	35165/35165	---M--	200	added ('OK')	image/jpeg	etag:%226dcbb0f2f6ece17f66a2e02efb721a6a%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/200000062-3f611405b4/vitek_Layer%201.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/vitek_layer%201.jpg	(from https://goodxfoood.webnode.cz/)
20:36:24	146/146	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Jun%202023%2000:36:25%20GMT	https://goodxfoood.webnode.cz/_files/system_preview_small_200000022-cff48d0ee8/realn%c3%a1%20v%c4%9bc_Layer%201.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/jpg/realn%c3%a1%20v%c4%9bc_layer%201.jpg	(from https://goodxfoood.webnode.cz/)
20:36:24	1849/1849	---M--	200	added ('OK')	image/gif	etag:%227b9776076d5fceef4993b55c9383dedd%22	https://d11bh4d8fhuq47.cloudfront.net/_system/skins/v9/50000006/img/loading.gif	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/gif/loading.gif	(from https://goodxfoood.webnode.cz/)
20:36:24	1849/1849	---M--	200	added ('OK')	image/gif	etag:%222c17a4bd681a1cdfb2ee622b7227aeff%22	https://d11bh4d8fhuq47.cloudfront.net/_system/skins/v9/50000006/img/loading_poll.gif	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/gif/loading_poll.gif	(from https://goodxfoood.webnode.cz/)
20:36:24	21419/21419	---M--	200	added ('OK')	image/png	etag:%2219f6b18351ad40d0b501bac62081355f%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerButtonWebnode.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbuttonwebnode090c.png	(from https://goodxfoood.webnode.cz/)
20:36:25	1307/1307	---M--	200	added ('OK')	image/png	etag:%2256003c160250bab1dda8ec64eee75f50%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerButton.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbutton090c.png	(from https://goodxfoood.webnode.cz/)
20:36:25	24706/24706	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:26%20GMT	https://goodxfoood.webnode.cz/news/zimni-spanek/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-3.html	(from https://goodxfoood.webnode.cz/)
20:36:25	1316/1316	---M--	200	added ('OK')	image/png	etag:%223747d261c414ebfec95f89862bfe2977%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerButtonHover.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbuttonhover090c.png	(from https://goodxfoood.webnode.cz/)
20:36:25	1562/1562	---M--	200	added ('OK')	image/png	etag:%221fc8915e9a9ba52795eda42c20da5b97%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerBubble.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbubble090c.png	(from https://goodxfoood.webnode.cz/)
20:36:25	538/538	---M--	200	added ('OK')	image/png	etag:%224e35ba3e46aa80573bf7938a34ec39fb%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerBubbleIE6.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbubbleie6090c.png	(from https://goodxfoood.webnode.cz/)
20:36:26	1137/1137	---M--	200	added ('OK')	image/png	etag:%22f067872593a621ca0bc2ce3c0827c8bb%22	https://d11bh4d8fhuq47.cloudfront.net/img/footer/footerButtonHoverIE6.png?ph=bb7976322e	C:/Users/Ant/websites/HTTrack/gooodxfood/d11bh4d8fhuq47.cloudfront.net/png/footerbuttonhoverie6090c.png	(from https://goodxfoood.webnode.cz/)
20:36:26	30457/30457	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:27%20GMT	https://goodxfoood.webnode.cz/o-nas/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-4.html	(from https://goodxfoood.webnode.cz/)
20:36:27	25512/25512	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:28%20GMT	https://goodxfoood.webnode.cz/kontakt/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-5.html	(from https://goodxfoood.webnode.cz/)
20:36:29	359291/359291	---M--	200	added ('OK')	image/jpeg	etag:%223be8854a9d94441892b10648f0cbd067%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/200000061-907ee9178b/foto%202.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/foto%202.jpg	(from https://goodxfoood.webnode.cz/news/zimni-spanek/)
20:36:32	23636/23636	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Jun%202023%2000:36:31%20GMT	https://goodxfoood.webnode.cz/home/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-9.html	(from https://goodxfoood.webnode.cz/)
20:36:38	32149/32149	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:28%20GMT	https://goodxfoood.webnode.cz/fotogalerie/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-8.html	(from https://goodxfoood.webnode.cz/)
20:36:38	23146/23146	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:28%20GMT	https://goodxfoood.webnode.cz/novinky/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-7.html	(from https://goodxfoood.webnode.cz/)
20:36:38	24050/24050	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:28%20GMT	https://goodxfoood.webnode.cz/napiste-nam/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-6.html	(from https://goodxfoood.webnode.cz/)
20:36:38	24659/24659	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:34%20GMT	https://goodxfoood.webnode.cz/sitemap/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-10.html	(from https://goodxfoood.webnode.cz/)
20:36:38	19083/19083	---M--	200	added ('OK')	image/jpeg	etag:%22259e4d163a926be6bdfe69f281f7f705%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/200000027-ce380cf324/logogoodfood.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/logogoodfood.jpg	(from https://goodxfoood.webnode.cz/kontakt/)
20:36:39	4829/4829	---M--	200	added ('OK')	image/jpeg	etag:%22f4c1fc6ad9a5ac0a7ce175d4f0d44757%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000000-8fe7790e12-public/gdfd1.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd1.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	23025/23025	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:40%20GMT	https://goodxfoood.webnode.cz/rss/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-11.html	(from https://goodxfoood.webnode.cz/)
20:36:39	4784/4784	---M--	200	added ('OK')	image/jpeg	etag:%220103238e08aa0871fd9439b45482aa45%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000001-0a0da0b07b-public/gdfd2.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd2.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	24044/24044	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:40%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd1-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-12.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	4528/4528	---M--	200	added ('OK')	image/jpeg	etag:%227603710fa2eddcbb0c003cf2e5756c25%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000002-86ff587f9d-public/gdfd3.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd3.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	24093/24093	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:40%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd2-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-13.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	5688/5688	---M--	200	added ('OK')	image/jpeg	etag:%221c37a7bb6196b4ec454be7ca9ae2a514%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000003-0fcc110c5d-public/gdfd4.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd4.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:39	4841/4841	---M--	200	added ('OK')	image/jpeg	etag:%2221d880816f7b96e8809a7cd05e49179a%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000004-a90aaaa04f-public/gdfd5.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd5.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:40	3875/3875	---M--	200	added ('OK')	image/jpeg	etag:%22b31716d726580669011419df5fa55698%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000005-2def92ee8d-public/gdfd6.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd6.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:40	24130/24130	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:41%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd3-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-14.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:40	5175/5175	---M--	200	added ('OK')	image/jpeg	etag:%22e7b1fe2f49bbe1b95116ee4545816e99%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000006-acd3badcd2-public/gdfd7.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd7.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:40	4459/4459	---M--	200	added ('OK')	image/jpeg	etag:%22b98deca2c160fe616be7af8b91691d28%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000007-34a5c359f8-public/gdfd8.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd8.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:40	2625/2625	---M--	200	added ('OK')	image/jpeg	etag:%226418caea8c7a344af387a42a77b176c6%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000028-749987593b-public/designer%20JOO%20Kawasumi.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/designer%20joo%20kawasumi.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:41	3215/3215	---M--	200	added ('OK')	image/jpeg	etag:%22b7ca23e6baad2ae2cbd458a9d8211040%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_small_200000029-e4e7be5e20-public/realn%c3%a1%20v%c4%9bc.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/realn%c3%a1%20v%c4%9bc.jpg	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:52	24102/24102	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:42%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd5-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-16.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:52	24022/24022	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:42%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd4-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-15.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:52	24325/24325	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:43%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd6-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-17.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:52	24122/24122	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:43%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd7-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-18.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:54	24149/24149	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:55%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/gdfd8-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-19.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:54	24159/24159	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:55%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/designer-joo-kawasumi-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-20.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:54	24062/24062	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:55%20GMT	https://goodxfoood.webnode.cz/album/fotogalerie/realna-vec-jpg/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-21.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:54	32544/32544	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:55%20GMT	https://goodxfoood.webnode.cz/fotogalerie/photogallerycbm_810881/10/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-22.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:55	1443/1443	---MC-	200	added ('OK')	text/xml	date:Mon,%2030%20May%202022%2020:55:22%20GMT	https://goodxfoood.webnode.cz/rss/novinky.xml	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/xml/novinky.xml	(from https://goodxfoood.webnode.cz/rss/)
20:36:55	32544/32544	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:56%20GMT	https://goodxfoood.webnode.cz/fotogalerie/photogallerycbm_810881/20/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-23.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:55	32785/32785	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:56%20GMT	https://goodxfoood.webnode.cz/fotogalerie/photogallerycbm_810881/30/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-24.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:55	1858/1858	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:56%20GMT	https://goodxfoood.webnode.cz/images/200000000-8fe7790e12-public/gdfd1.jpg?s3=1	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/gdfd17b36.html	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd1-jpg/)
20:36:56	38011/38011	---M--	200	added ('OK')	image/jpeg	etag:%224f3429e12295611c385bbc96a180d85f%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_detail_200000000-8fe7790e12-public/gdfd1.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd1-2.jpg	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd1-jpg/)
20:36:56	32577/32577	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:57%20GMT	https://goodxfoood.webnode.cz/fotogalerie/photogallerycbm_810881/40/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-25.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:56	30722/30722	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:57%20GMT	https://goodxfoood.webnode.cz/fotogalerie/photogallerycbm_810881/60/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-26.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:56	1858/1858	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:57%20GMT	https://goodxfoood.webnode.cz/images/200000001-0a0da0b07b-public/gdfd2.jpg?s3=1	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/gdfd27b36.html	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd2-jpg/)
20:36:56	40763/40763	---M--	200	added ('OK')	image/jpeg	etag:%22f29c810b62281d868fc7c5169103d91a%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_detail_200000001-0a0da0b07b-public/gdfd2.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd2-2.jpg	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd2-jpg/)
20:36:56	0/0	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:57%20GMT	https://goodxfoood.webnode.cz/servers/frontend/	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/index-27.html	(from https://goodxfoood.webnode.cz/fotogalerie/)
20:36:57	1858/1858	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:58%20GMT	https://goodxfoood.webnode.cz/images/200000002-86ff587f9d-public/gdfd3.jpg?s3=1	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/gdfd37b36.html	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd3-jpg/)
20:36:57	34126/34126	---M--	200	added ('OK')	image/jpeg	etag:%2285e84234736b5f9f2db3a2985e9577f2%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_detail_200000002-86ff587f9d-public/gdfd3.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd3-2.jpg	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd3-jpg/)
20:36:57	1858/1858	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20Jun%202023%2000:36:58%20GMT	https://goodxfoood.webnode.cz/images/200000003-0fcc110c5d-public/gdfd4.jpg?s3=1	C:/Users/Ant/websites/HTTrack/gooodxfood/goodxfoood.webnode.cz/html/gdfd47b36.html	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd4-jpg/)
20:36:57	60588/60588	---M--	200	added ('OK')	image/jpeg	etag:%229cd83aaa472ee5a962aa50e19f501fbc%22	https://bb7976322e.cbaul-cdnwnd.com/23c7b765a28020e45633583999d9d314/system_preview_detail_200000003-0fcc110c5d-public/gdfd4.jpg	C:/Users/Ant/websites/HTTrack/gooodxfood/bb7976322e.cbaul-cdnwnd.com/jpg/gdfd4-2.jpg	(from https://goodxfoood.webnode.cz/album/fotogalerie/gdfd4-jpg/)
